evidence_id,milestone,domain,artefact_type,relative_path,title,description,row_count,file_size,sha256,source_manifest,source_lineage,validation_target,portfolio_relevance,interview_relevance,synthetic_data_flag,deployment_status
EVID-0199,Milestone 10,dashboard,csv,outputs/dashboard/dim_dashboard_page.csv,Dim Dashboard Page,Tracked portfolio evidence for dashboard.,8.0,417,0ffbd6a9d3ea0c8fdd1673c6d9304265db8ad4671a91019a0d7e270012234784,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0200,Milestone 10,dashboard,csv,outputs/dashboard/dim_date.csv,Dim Date,Tracked portfolio evidence for dashboard.,26.0,711,a3d0e7932e6ffe4d86206de865548f61363b39ad1ac64495ce6928c8dd3c7fcb,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0201,Milestone 10,dashboard,csv,outputs/dashboard/dim_machine.csv,Dim Machine,Tracked portfolio evidence for dashboard.,18.0,638,91ee9e2fca4db81e4500b593b0e45671254238620d9e1399f425d710d453ad64,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0202,Milestone 10,dashboard,csv,outputs/dashboard/dim_metric.csv,Dim Metric,Tracked portfolio evidence for dashboard.,13.0,3935,40f3a59ddd4012865c863deb8e5dae66e4aabb1f03554725f31f609036223079,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0203,Milestone 10,dashboard,csv,outputs/dashboard/dim_plant.csv,Dim Plant,Tracked portfolio evidence for dashboard.,3.0,109,3902c4c3b0503d8d64bc6abfc7e1f48c4eb11cfb85d66044d923a4e32b7a0293,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0204,Milestone 10,dashboard,csv,outputs/dashboard/dim_product.csv,Dim Product,Tracked portfolio evidence for dashboard.,8.0,228,d13b0f70dc1ea363524649a71f8f4e79ee8d743ead34b821d1df1414655b9ade,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0205,Milestone 10,dashboard,csv,outputs/dashboard/dim_production_line.csv,Dim Production Line,Tracked portfolio evidence for dashboard.,6.0,222,0ad1ae2000ace660b55b459490731718e5158d592f8945fc24d7e56ccc00ebf0,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0206,Milestone 10,dashboard,csv,outputs/dashboard/dim_risk_level.csv,Dim Risk Level,Tracked portfolio evidence for dashboard.,4.0,196,24f2c2a5ed71b2f6623d2367e4004ebf7a7a46ae7483643936eab9d556cb70fd,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0207,Milestone 10,dashboard,csv,outputs/dashboard/dim_supplier.csv,Dim Supplier,Tracked portfolio evidence for dashboard.,6.0,172,a39da60c0dcb721b5cf00d66724350926f63eb47e51dddfb9c049681b05acceb,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0208,Milestone 10,dashboard,csv,outputs/dashboard/dim_warehouse.csv,Dim Warehouse,Tracked portfolio evidence for dashboard.,4.0,116,460bebe45f144a31d818e8fb982c0b852c9804dcdfec43cfdec66bc842a37f2f,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0209,Milestone 10,dashboard,csv,outputs/dashboard/executive_scorecard.csv,Executive Scorecard,Tracked portfolio evidence for dashboard.,14.0,1703,f262360a2bc1bb6bfcd96f209d6f37b65f16103876c7eeaa022de9336ee403e3,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0210,Milestone 10,dashboard,csv,outputs/dashboard/fact_demand_forecast.csv,Fact Demand Forecast,Tracked portfolio evidence for dashboard.,56.0,6858,ec17de86e6a315348c0838910c909f817f9c1674852519f820924d532f1a763a,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0211,Milestone 10,dashboard,csv,outputs/dashboard/fact_inventory_risk.csv,Fact Inventory Risk,Tracked portfolio evidence for dashboard.,72.0,9855,02eceaa0124847155ef6fee333038daafeb8aefd520eb1c742ed1d4f21e145fb,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0212,Milestone 10,dashboard,csv,outputs/dashboard/fact_maintenance_alerts.csv,Fact Maintenance Alerts,Tracked portfolio evidence for dashboard.,135.0,18259,bf72c388d29dc640042cef9696aa24522a8109e1bcad97a77ea7ddc307cb340f,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0213,Milestone 10,dashboard,csv,outputs/dashboard/fact_operations_assistant_narratives.csv,Fact Operations Assistant Narratives,Tracked portfolio evidence for dashboard.,8.0,10560,b3174188a69ccf5164efa4ce464d1b335a1181500e6f4974492b01e88ac18a41,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0214,Milestone 10,dashboard,csv,outputs/dashboard/fact_platform_health.csv,Fact Platform Health,Tracked portfolio evidence for dashboard.,6.0,547,e7da26b1ec2c765f293fbb2565a4eb43965424704ad6379333e04057216e0140,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0215,Milestone 10,dashboard,csv,outputs/dashboard/fact_production_kpis.csv,Fact Production Kpis,Tracked portfolio evidence for dashboard.,168.0,15167,0cb0d5bbfd491a99ea1b15bb40c07f46759dc3fa9421ad11db68bed6db2fed29,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0216,Milestone 10,dashboard,csv,outputs/dashboard/fact_quality_alerts.csv,Fact Quality Alerts,Tracked portfolio evidence for dashboard.,38.0,6949,067a392ea4f3ccb46396a0b54250900f6b705fbe1e03b5a0076e5eeb158d9c77,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0217,Milestone 10,dashboard,json,outputs/dashboard/lineage-records.json,Lineage Records,Tracked portfolio evidence for dashboard.,,182913,5de98d9ff85c11c6b304a914ef05879390b0fd370f396bdf15d827f2f195f5ae,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0218,Milestone 10,dashboard,csv,outputs/dashboard/metric_catalogue.csv,Metric Catalogue,Tracked portfolio evidence for dashboard.,13.0,3935,40f3a59ddd4012865c863deb8e5dae66e4aabb1f03554725f31f609036223079,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0219,Milestone 10,dashboard,json,outputs/dashboard/semantic_model.json,Semantic Model,Tracked portfolio evidence for dashboard.,,34364,0b6134f3669d48134b3229cc4ec2f1bb9975f5ad3f2c86e70c175191f9290b10,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0220,Milestone 10,dashboard,json,outputs/dashboard/visual_specifications.json,Visual Specifications,Tracked portfolio evidence for dashboard.,,36821,71368e25849130de2cb2aaa877855420a8a209a62e1ef35acd1cf55e5cfc0b8e,outputs/dashboard/dashboard-manifest.json,outputs/dashboard/lineage-records.json,make validate-dashboard,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0221,Cross-milestone,portfolio,csv,outputs/demand_forecast.csv,Demand Forecast,Tracked portfolio evidence for portfolio.,56.0,9670,44c8bc06fa4791868aeeb33e6fd2edfa02e797d52c475bc69e803b017bdb99d8,data/raw/generation_manifest.json,data/raw/generation_manifest.json,make quality,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0222,Milestone 4,forecasting,csv,outputs/forecasting/backtest_metrics.csv,Backtest Metrics,Tracked portfolio evidence for forecasting.,24.0,2242,fbfbdeb283bde13c9f598a25f5d8254fd862210bfcffeb42e9a568cfcc166c95,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0223,Milestone 4,forecasting,csv,outputs/forecasting/backtest_predictions.csv,Backtest Predictions,Tracked portfolio evidence for forecasting.,192.0,19204,e22184bd2b227bb1e40b8f35207cdba76b9b3710a20d1918053c1eac0b273d42,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0224,Milestone 4,forecasting,csv,outputs/forecasting/daily_demand_series.csv,Daily Demand Series,Tracked portfolio evidence for forecasting.,112.0,6717,e25239f887d8f6fd2296c11178c52d769ff6ed65f427b621674b51b409cb7b6f,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0225,Milestone 4,forecasting,csv,outputs/forecasting/feature_dataset.csv,Feature Dataset,Tracked portfolio evidence for forecasting.,112.0,16010,0a2a38473223bd91331996a81839e773fffc2693375f4462be2eebe681c40e78,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0226,Milestone 4,forecasting,json,outputs/forecasting/forecast-manifest.json,Forecast Manifest,Tracked portfolio evidence for forecasting.,,4827,d384ecbd3007a0a2a65988a65f38f1ed076107c0b89b12cf068cac60c4ef52c9,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0227,Milestone 4,forecasting,json,outputs/forecasting/forecast_diagnostics.json,Forecast Diagnostics,Tracked portfolio evidence for forecasting.,,5022,4acb764ef6ea2a48aaaa57015177806da3cd5ae4bf3e3e3fe732f0ad10caafcc,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0228,Milestone 4,forecasting,json,outputs/forecasting/lineage-records.json,Lineage Records,Tracked portfolio evidence for forecasting.,,8455,f8a2f6e5f79b05f94ab57cdc912aa1cdc37a29efaec2f4a408e82f94b63fbced,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0229,Milestone 4,forecasting,csv,outputs/forecasting/model_comparison.csv,Model Comparison,Tracked portfolio evidence for forecasting.,4.0,417,c43139365edfbe4c3bc0cce725395b3da46b62d2617b5364bd8ffb7b85d87d1c,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0230,Milestone 4,forecasting,json,outputs/forecasting/model_metadata.json,Model Metadata,Tracked portfolio evidence for forecasting.,,1917,f6fd6a5c2eafd91a07a4e2e3879e77c358b8ea0341049817a0c09141c58ac8e0,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0231,Milestone 4,forecasting,json,outputs/forecasting/split_metadata.json,Split Metadata,Tracked portfolio evidence for forecasting.,,257,c6a3f7695d4a9675746d62d605d3085f7f214b2d9c0309ae9711b2ca4f73cc59,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0232,Milestone 4,forecasting,csv,outputs/forecasting/test_metrics.csv,Test Metrics,Tracked portfolio evidence for forecasting.,1.0,127,a2ad8381e2bc89d5a6917fbcaafee94ee7a4df5747ead46c5f4cf5fb6183736f,outputs/forecasting/forecast-manifest.json,outputs/forecasting/lineage-records.json,make validate-forecast,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0233,Milestone 9,genai,csv,outputs/genai/assistant_evaluation.csv,Assistant Evaluation,Tracked portfolio evidence for genai.,8.0,898,faca8d60c59554a9138ee7359d5d153bd0235520d9ecf595f5e080ac83f2e82a,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0234,Milestone 9,genai,json,outputs/genai/assistant_evaluation_summary.json,Assistant Evaluation Summary,Tracked portfolio evidence for genai.,,286,e2c68ad67e45a6960465c731768d2b48b2637603ea23a8eef68ee7117caa2b5a,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0235,Milestone 9,genai,json,outputs/genai/assistant_responses.json,Assistant Responses,Tracked portfolio evidence for genai.,,29829,f9ffcc97e3bc335e1b5aa573a90c7d3d12931381da76ee865b11508e4723e2c6,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0236,Milestone 9,genai,markdown,outputs/genai/assistant_responses.md,Assistant Responses,Tracked portfolio evidence for genai.,,11582,bce3326ce28d80a5fb3d8e29119fbe4876d8730af447cc9ba06f1810e508acdf,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0237,Milestone 9,genai,csv,outputs/genai/evidence_catalog.csv,Evidence Catalog,Tracked portfolio evidence for genai.,27.0,13751,d230b707a6ebce58b421ba46ee907a618b0d000a51accfd465f68dead563fc13,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0238,Milestone 9,genai,json,outputs/genai/evidence_catalog.json,Evidence Catalog,Tracked portfolio evidence for genai.,,24449,2bf28ea3b5dd452c939d7cc8627fc48e9e5a8c3b4f962ab69d75e8b16f5461e0,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0239,Milestone 9,genai,json,outputs/genai/genai-manifest.json,Genai Manifest,Tracked portfolio evidence for genai.,,8429,8d608ec0ab6b8c515d7db05f12a5bd90b5f8fe9ac17dc5469009a287efb0b823,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0240,Milestone 9,genai,json,outputs/genai/genai_diagnostics.json,Genai Diagnostics,Tracked portfolio evidence for genai.,,689,8ad9304ac106fd2111e7f2ee6f178182ca5f14bca51010a19fbe56162818fc2d,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0241,Milestone 9,genai,json,outputs/genai/guardrail_results.json,Guardrail Results,Tracked portfolio evidence for genai.,,7967,b55cfce8e30c78d155c32a491da1b9ca6b103223d26bb62d45916c0029baff2b,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0242,Milestone 9,genai,json,outputs/genai/lineage-records.json,Lineage Records,Tracked portfolio evidence for genai.,,122226,9a668f9a67c236bf55bd2bd605490824add095b690d4376d98c0e5944b35cfd5,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0243,Milestone 9,genai,json,outputs/genai/prompt_templates.json,Prompt Templates,Tracked portfolio evidence for genai.,,810,2027960bdbbedfb20e10d0f6c00bd344926e59a3e01c5375418929394c3e4079,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0244,Milestone 9,genai,json,outputs/genai/rendered_prompts.json,Rendered Prompts,Tracked portfolio evidence for genai.,,26795,b716b94b468dc28104637a5ba1e5f683d2b518e0e355952fc749c434b5ec3973,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0245,Milestone 9,genai,json,outputs/genai/retrieval_results.json,Retrieval Results,Tracked portfolio evidence for genai.,,101339,f069e810ac1cdccc488c6b4f7acdef47ec26bb7f46c670b19a0b093e4592d85d,outputs/genai/genai-manifest.json,outputs/genai/lineage-records.json,make validate-genai,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0246,Milestone 5,inventory,json,outputs/inventory/inventory-manifest.json,Inventory Manifest,Tracked portfolio evidence for inventory.,,7546,0583c861e5c832323d62e404204f27ae23d052dad56b441e6be86c4cb5d022ee,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0247,Milestone 5,inventory,json,outputs/inventory/inventory_diagnostics.json,Inventory Diagnostics,Tracked portfolio evidence for inventory.,,4971,2d57a725209edfa1aaaeb33cecffa5f1d43b2c8ad3d5e14604ecfdf728a6daec,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0248,Milestone 5,inventory,csv,outputs/inventory/inventory_health.csv,Inventory Health,Tracked portfolio evidence for inventory.,72.0,65992,c982dcaf7cd034148c08d3f4f5f4a64f8d117e771b49fc750a7047c00b7cc859,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0249,Milestone 5,inventory,csv,outputs/inventory/inventory_policy_inputs.csv,Inventory Policy Inputs,Tracked portfolio evidence for inventory.,72.0,20805,99358e24d7f45a2aec3314c362594cb7fe5f98a29d44c81d4f025ad26168cd09,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0250,Milestone 5,inventory,csv,outputs/inventory/inventory_position.csv,Inventory Position,Tracked portfolio evidence for inventory.,72.0,22306,bf23ae94b33b25022c5e6da79de89d52b1844d385767287120dfa42c8fd6e46e,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0251,Milestone 5,inventory,csv,outputs/inventory/inventory_scores.csv,Inventory Scores,Tracked portfolio evidence for inventory.,72.0,65992,c982dcaf7cd034148c08d3f4f5f4a64f8d117e771b49fc750a7047c00b7cc859,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0252,Milestone 5,inventory,json,outputs/inventory/inventory_summary.json,Inventory Summary,Tracked portfolio evidence for inventory.,,553,709a6ae7688f99b78bd6163290db89c440abb15b66cf2225188ff5a6ea976af4,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0253,Milestone 5,inventory,json,outputs/inventory/lineage-records.json,Lineage Records,Tracked portfolio evidence for inventory.,,24507,6caeda1ffb886344b7b2f98226d5319d0c9dc2b2c96a27f6b5563ee23cdc4bdc,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0254,Milestone 5,inventory,csv,outputs/inventory/reorder_recommendations.csv,Reorder Recommendations,Tracked portfolio evidence for inventory.,72.0,24687,5c6cba1d1d05ee26f94c5f95f8e3df00faeec99446395f06ffc05336b530d746,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0255,Milestone 5,inventory,csv,outputs/inventory/scenario_comparison.csv,Scenario Comparison,Tracked portfolio evidence for inventory.,5.0,1150,6e10ef97bf3fabae62ca83daf1ed15fd84023b69a758d9972ba09dddd3c3b306,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0256,Milestone 5,inventory,csv,outputs/inventory/scenario_results.csv,Scenario Results,Tracked portfolio evidence for inventory.,5.0,1150,6e10ef97bf3fabae62ca83daf1ed15fd84023b69a758d9972ba09dddd3c3b306,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0257,Milestone 5,inventory,csv,outputs/inventory/supplier_risk_metrics.csv,Supplier Risk Metrics,Tracked portfolio evidence for inventory.,10.0,1717,af1e0e7af7e7bf66862cf8f6596a91cad65f71e5e248beeeba17a62cb75ddc1a,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0258,Milestone 5,inventory,csv,outputs/inventory/warehouse_demand_forecast.csv,Warehouse Demand Forecast,Tracked portfolio evidence for inventory.,112.0,19552,46176ec3a7dea809d4b5d9972adce1c7cf57c44c60b196c2f205d11d9b3be32c,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0259,Milestone 5,inventory,csv,outputs/inventory_scores.csv,Inventory Scores,Tracked portfolio evidence for inventory.,72.0,65992,c982dcaf7cd034148c08d3f4f5f4a64f8d117e771b49fc750a7047c00b7cc859,outputs/inventory/inventory-manifest.json,outputs/inventory/lineage-records.json,make validate-inventory,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0260,Milestone 7,maintenance,csv,outputs/maintenance/anomaly_scores.csv,Anomaly Scores,Tracked portfolio evidence for maintenance.,504.0,96123,393d8c3a59243c0795df34911b5e7c45f5376b1c6bd9b7106758fb4add7b6a4a,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0261,Milestone 7,maintenance,csv,outputs/maintenance/degradation_signals.csv,Degradation Signals,Tracked portfolio evidence for maintenance.,504.0,66689,586c40a1bd5d60c45b383173909e3f071a39c2d035d382fc47fa46f6fe5e27ae,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
EVID-0262,Milestone 7,maintenance,csv,outputs/maintenance/equipment_health_features.csv,Equipment Health Features,Tracked portfolio evidence for maintenance.,504.0,468455,9bc11958eb1935c4f60cc976db9db355bb42cca794b03deae6c9119ec3e3bfbb,outputs/maintenance/maintenance-manifest.json,outputs/maintenance/lineage-records.json,make validate-maintenance,Demonstrates completed local-first milestone evidence.,Use as concrete proof of reproducible implementation.,synthetic_portfolio_sample,local_reference_only
